,Cuisine Style,Price Range,Number of Reviews
9154,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,532
9315,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",$,77
9219,['Cafe'],$$ - $$$,13
9314,"['Italian', 'Pizza']",$$ - $$$,25
9309,"['French', 'American', 'Cafe']",$$ - $$$,39
9281,['Asian'],$$ - $$$,14
9298,['European'],$$ - $$$,99
9125,,,
9135,,,
9278,"['European', 'Czech']",,4
9155,,,
9180,,,6
9120,,,
9359,['Cafe'],,15
9385,,,2
9380,"['German', 'International', 'European']",$$ - $$$,23
9161,"['Chinese', 'Asian', 'Cantonese']",$$ - $$$,538
9390,"['German', 'International', 'Mediterranean']",$$ - $$$,142
9194,"['Italian', 'Israeli', 'Vegetarian Friendly']",$$ - $$$,1464
9200,,,
9336,,,
9368,,,
9152,"['Italian', 'Pizza', 'Vegetarian Friendly']",$$ - $$$,218
9261,"['Italian', 'Mediterranean', 'European']",$$ - $$$,319
9252,"['German', 'European', 'Vegetarian Friendly']",$,112
9132,"['Asian', 'Indonesian']",$$ - $$$,4
9156,"['Mediterranean', 'Vegetarian Friendly']",$$ - $$$,30
9144,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,128
9149,"['Dessert', 'Dutch', 'Cafe']",$,13
9117,"['Middle Eastern', 'Persian', 'Vegetarian Friendly']",$$ - $$$,30
9151,"['Italian', 'Pizza', 'Seafood']",$$ - $$$,690
9122,"['Mexican', 'South American', 'Central American']",$,32
9113,"['International', 'European', 'Fusion']",$$ - $$$,132
9127,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,2033
9134,"['French', 'European', 'Gastropub']",$$ - $$$,398
9382,"['Indian', 'Fast Food', 'Pakistani']",$,48
9189,"['Italian', 'Pizza', 'European']",$$ - $$$,378
9257,"['European', 'Scandinavian']",,1
9227,,,69
9226,"['International', 'Spanish']",,1
9216,,,5
9213,['International'],,4
9262,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",$$ - $$$,31
9233,,,7
9228,"['French', 'Dutch', 'Cafe']",$$ - $$$,349
9250,"['Cafe', 'European', 'Vegetarian Friendly']",$$ - $$$,78
9237,"['European', 'Hungarian']",$$ - $$$,38
9246,"['Chinese', 'Japanese', 'Sushi']",$,52
9268,"['Italian', 'Cafe']",$,6
9220,"['Fast Food', 'Asian', 'Thai']",$,101
9218,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",$$ - $$$,158
9245,"['Mediterranean', 'Spanish']",$$ - $$$,8
9249,"['European', 'Spanish']",$$ - $$$,242
9263,,,1
9210,"['French', 'Belgian', 'European']",$,21
9240,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,430
9266,"['Italian', 'Pizza']",,1
9223,,,12
9212,"['International', 'Asian', 'Vietnamese']",$$ - $$$,774
9256,['Pub'],$,79
9225,"['Dessert', 'Cafe']",$,14
9232,"['French', 'European']",$$ - $$$,23
9239,"['International', 'European', 'Czech']",$$ - $$$,473
9231,"['Lebanese', 'Mediterranean', 'Middle Eastern']",$,22
9258,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,118
9211,"['French', 'European', 'Vegetarian Friendly']",$$ - $$$,235
9267,['Vegetarian Friendly'],$,51
9187,,$$ - $$$,35
9269,"['Pub', 'Middle Eastern', 'Vegetarian Friendly']",$$ - $$$,91
9318,['American'],,6
9295,['Italian'],,3
9312,"['Indian', 'Deli']",$$ - $$$,6
9322,,,110
9328,"['Japanese', 'Seafood', 'Sushi']",$$ - $$$,134
9280,"['Dessert', 'Italian', 'International']",$,109
9304,"['European', 'Czech']",,1
9313,"['Bar', 'Mediterranean', 'Spanish']",$,9
9142,,,
9147,,,
9166,,,
9173,,,
9171,"['Italian', 'Mediterranean', 'European']",$$$$,211
9454,,,5
9472,,,1
9501,['Pub'],,12
9234,,,
9164,"['Dessert', 'Cafe', 'European']",$$ - $$$,31
9183,"['Italian', 'Pizza', 'Vegetarian Friendly']",$$ - $$$,37
9195,"['Japanese', 'Asian', 'Vegetarian Friendly']",$$ - $$$,41
9366,,,4
9349,"['Chinese', 'Asian']",$,30
9374,"['Bar', 'European', 'Pub']",$,26
9350,['Chinese'],,6
9389,"['Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",$,441
9378,"['Cafe', 'Vegetarian Friendly']",$$ - $$$,31
9352,"['Indian', 'Pizza', 'Fast Food']",$$ - $$$,2
9373,"['Greek', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,1836
9370,,,2
9402,"['Chinese', 'Vietnamese']",$,20
9387,"['Chinese', 'Asian', 'Vietnamese']",$$ - $$$,24
9355,"['Greek', 'Vegetarian Friendly']",$$ - $$$,208
9388,['Cafe'],,1
9392,['Japanese'],$,13
9391,"['European', 'Swedish']",,26
9407,"['Belgian', 'European']",$$ - $$$,79
9403,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,78
9369,"['German', 'Austrian', 'European']",$$ - $$$,20
9358,['Chinese'],$$ - $$$,9
9344,"['European', 'Portuguese']",$$ - $$$,32
9381,"['Seafood', 'Fast Food']",$,14
9308,"['Chinese', 'Cantonese']",,23
9235,['Italian'],,10
9303,"['German', 'Bar', 'European']",$$ - $$$,11
9330,"['Bar', 'Pub']",$,41
9274,"['European', 'British']",,2
9271,"['Bar', 'Mediterranean', 'Spanish']",$$ - $$$,79
9296,,,3
9332,"['Spanish', 'Basque']",$$ - $$$,66
9285,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,54
9146,"['Polish', 'European', 'Central European']",$$ - $$$,286
9527,,,3
9306,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,519
9273,,,1
9321,"['Mediterranean', 'Spanish']",$$ - $$$,1
9279,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,9
9317,"['Mediterranean', 'European', 'Portuguese']",$$ - $$$,237
9282,"['European', 'Scandinavian', 'Vegetarian Friendly']",$$ - $$$,395
9287,"['Bar', 'British', 'Pub']",$$ - $$$,391
9311,"['International', 'Mediterranean', 'European']",$$$$,436
9319,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,486
9288,['Spanish'],$$ - $$$,4
9284,"['French', 'European', 'Vegetarian Friendly']",$$ - $$$,481
9110,"['French', 'Bar', 'European']",$$ - $$$,388
9331,['German'],$$ - $$$,11
9207,"['Bar', 'Mediterranean', 'Spanish']",$,83
9205,"['Bar', 'Pub', 'Gastropub']",$,68
9299,"['Dutch', 'Bar', 'European']",$$ - $$$,468
9384,"['European', 'Central European']",,6
9362,"['Chinese', 'Asian']",,23
9356,,,4
9348,"['Indian', 'Vegetarian Friendly', 'Halal']",$,63
9395,,,5
9360,,,2
9334,,,291
9354,"['Austrian', 'European', 'Central European']",$$ - $$$,19
9363,['Spanish'],$$ - $$$,9
9351,,,1
9347,"['Bar', 'Cafe', 'European']",$$ - $$$,182
9343,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,471
9353,"['American', 'Barbecue', 'European']",$$ - $$$,27
9340,"['German', 'Cafe', 'European']",$,43
9400,"['International', 'European', 'British']",$$ - $$$,69
9341,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,160
9394,"['International', 'Contemporary', 'Vegetarian Friendly']",$$ - $$$,4022
9365,"['European', 'Portuguese']",$$ - $$$,40
9346,"['Chinese', 'Sushi']",$$ - $$$,2
9342,,$,29
9480,"['German', 'Fast Food']",$,22
9484,,,2
9465,['Irish'],,4
9424,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",$$ - $$$,57
9539,"['Italian', 'Pizza', 'International']",$,12
9446,['Spanish'],,2
9141,,,
9470,"['Bar', 'Mediterranean', 'Spanish']",$$ - $$$,66
9185,,,
9517,"['Dessert', 'Italian', 'French']",$$ - $$$,35
9507,"['Cafe', 'International', 'Venezuelan']",$,28
9170,"['Peruvian', 'Latin', 'Vegetarian Friendly']",$$ - $$$,176
9482,"['Israeli', 'Kosher']",$$ - $$$,44
9222,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,102
9260,"['Mediterranean', 'Spanish']",$$ - $$$,93
9442,['Spanish'],$$ - $$$,18
9412,"['Chinese', 'Asian', 'Vegetarian Friendly']",$$ - $$$,88
9265,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,112
9456,"['European', 'Vegetarian Friendly']",$$ - $$$,665
9169,,,
9168,,,
9165,,,
9289,,,
9259,,,
9408,,,
9401,,,
9364,,,
9514,,,
9379,"['Italian', 'Pizza']",,8
9176,"['Mediterranean', 'Middle Eastern', 'Israeli']",$$ - $$$,1486
9203,"['Cafe', 'European', 'Scandinavian']",$$ - $$$,31
9251,"['Mediterranean', 'European', 'Portuguese']",$$ - $$$,152
9253,"['French', 'European', 'Vegetarian Friendly']",$$ - $$$,271
9236,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,1022
9264,['Portuguese'],$,62
9202,"['Dutch', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,1131
9248,"['Steakhouse', 'British', 'Gluten Free Options']",$$ - $$$,407
9320,"['Quick Bites', 'Cafe', 'Fast Food']",$$ - $$$,74
9329,"['Japanese', 'Asian', 'Thai']",$$ - $$$,59
9550,"['Japanese', 'Sushi', 'Vietnamese']",,3
9371,"['Quick Bites', 'Bar', 'British']",$$ - $$$,258
9399,"['Russian', 'Vegetarian Friendly']",$,20
9140,,,
9630,"['Polish', 'Bar', 'European']",$$ - $$$,11
9582,"['European', 'Portuguese']",$$ - $$$,42
9603,,,2
9678,['Fast Food'],,1
9688,['Vietnamese'],,3
9477,,,5
9428,['Asian'],,3
9493,['Vietnamese'],$,9
9439,"['European', 'Czech']",,1
9243,,,
9536,['American'],,5
9541,"['Polish', 'Bar', 'European']",$$ - $$$,23
9327,"['European', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,58
9531,"['Italian', 'Pizza', 'Mediterranean']",$,45
9505,"['American', 'Latin', 'Spanish']",$,4
9520,"['Italian', 'French', 'Pizza']",$$ - $$$,223
9560,['French'],$,126
9275,,$$ - $$$,10
9556,['European'],$$ - $$$,116
9559,['Greek'],$,7
9242,,,
9542,"['Mediterranean', 'Spanish', 'Vegetarian Friendly']",$$ - $$$,98
9214,,,
9660,['Pizza'],$,13
9648,"['Italian', 'Cafe', 'Greek', 'Healthy']",,4
9670,"['American', 'Bar', 'Pub']",$$ - $$$,36
9685,,,2
9674,['Italian'],,5
9585,['Deli'],,1
9612,"['Polish', 'International', 'European']",$$ - $$$,17
9610,"['European', 'Portuguese']",$$ - $$$,34
9614,"['Cafe', 'Deli']",,5
9667,,,1
9270,,,
9628,"['Bar', 'International']",$$ - $$$,27
9618,['African'],$$ - $$$,112
9697,"['Dutch', 'European']",$$ - $$$,304
9652,,,1
9577,"['Mediterranean', 'Spanish']",$$ - $$$,63
9335,"['Quick Bites', 'American', 'Fast Food']",$,23
9325,"['Bar', 'European', 'Pub']",$$ - $$$,125
9429,"['Italian', 'Vegetarian Friendly']",$,40
9272,"['Italian', 'Pizza', 'Fast Food']",$,263
9518,"['Bar', 'European', 'Pub']",$$ - $$$,339
9301,"['French', 'Belgian', 'Bar']",$$ - $$$,90
9504,"['Indian', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,58
9506,['Thai'],,5
9129,"['Italian', 'Bar', 'Pizza']",$$ - $$$,289
9098,"['American', 'Vegetarian Friendly']",$$ - $$$,25
9324,"['Seafood', 'Mediterranean', 'Gluten Free Options']",$$$$,774
9305,"['European', 'Portuguese']",$,49
9128,"['Italian', 'Pizza', 'European']",$$ - $$$,149
9323,"['Mediterranean', 'Spanish', 'Fusion']",$$$$,2074
9310,"['Bar', 'Pub']",$,110
9300,"['French', 'Cafe', 'European']",$$ - $$$,28
9148,"['Bar', 'International', 'European']",$$ - $$$,1253
9357,"['French', 'Spanish', 'Wine Bar', 'Basque']",,4
9186,"['Steakhouse', 'Latin', 'Barbecue']",$$$$,3119
9386,"['European', 'Central European', 'Vegetarian Friendly']",$$ - $$$,59
9163,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,493
9393,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,243
9307,"['Chinese', 'Asian']",$,251
9405,"['French', 'European', 'Vegetarian Friendly']",$$ - $$$,161
9372,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,74
9338,"['Italian', 'Pizza', 'Romana']",$,1558
9421,"['Chinese', 'Japanese', 'Sushi']",$$ - $$$,11
9433,['Chinese'],$$ - $$$,12
9414,['Cafe'],,3
9557,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,52
9459,"['American', 'Fusion']",$$ - $$$,23
9491,"['Japanese', 'Sushi', 'Asian']",$$$$,24
9458,['African'],,3
9255,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,342
9441,,,9
9492,"['Bar', 'Pub']",,8
9476,['Thai'],$,7
9445,"['Mediterranean', 'Middle Eastern', 'Israeli']",$,77
9474,"['Bar', 'Pub']",$,29
9435,"['International', 'European', 'Slovenian']",,1
9415,"['French', 'International', 'Mediterranean']",$$ - $$$,2
9247,"['Chinese', 'Asian', 'Vietnamese']",$,12
9469,['French'],$,10
9440,"['French', 'Bar', 'European']",$$ - $$$,86
9436,"['Mediterranean', 'Spanish', 'Contemporary']",$$ - $$$,42
9427,"['Dutch', 'Bar', 'International']",$$ - $$$,193
9500,['Pizza'],$,55
9481,['Pub'],$,39
9448,"['European', 'Portuguese']",$,39
9485,"['Indian', 'Asian', 'Vegetarian Friendly']",$$ - $$$,57
9495,"['Spanish', 'Diner']",$$ - $$$,98
9478,"['Quick Bites', 'Fast Food']",$,46
9447,"['Mediterranean', 'Spanish', 'Healthy']",$,17
9420,['Turkish'],,3
9558,"['Bar', 'Mediterranean', 'Spanish']",$,115
9466,"['American', 'Fast Food', 'Vegetarian Friendly']",$,335
9419,,,2
9508,"['Lombard', 'Northern-Italian']",$$$$,751
9471,['Cafe'],,11
9468,"['Steakhouse', 'International', 'European']",$$ - $$$,1970
9498,"['Pizza', 'European', 'Grill']",$,12
9497,"['French', 'European']",$$ - $$$,980
9451,"['French', 'European', 'Healthy']",$,76
9463,"['French', 'European', 'Vegetarian Friendly']",$$ - $$$,376
9224,"['Quick Bites', 'Fast Food']",$,52
9423,"['French', 'European', 'Portuguese']",$$ - $$$,32
9464,"['European', 'Danish']",$$ - $$$,87
9516,"['Bar', 'European', 'Central European']",$$ - $$$,331
9437,"['Portuguese', 'Gluten Free Options']",$,153
9244,"['Italian', 'Cafe', 'European']",$$ - $$$,125
9430,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,150
9483,"['Italian', 'Mediterranean', 'Romana']",$$ - $$$,2394
9434,"['French', 'Steakhouse', 'Barbecue']",$$ - $$$,308
9544,['American'],,2
9681,,,23
9689,"['German', 'Vegetarian Friendly']",$,750
9254,,,
9653,"['Italian', 'Cafe']",$$ - $$$,56
9593,"['Bar', 'British', 'Pub']",$$ - $$$,1038
9698,"['American', 'British']",$$ - $$$,208
9623,['Bar'],$$ - $$$,74
9583,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",$$ - $$$,72
9661,['Chinese'],$,17
9631,"['Fast Food', 'Vegetarian Friendly', 'Vegan Options']",$,24
9659,"['Thai', 'Grill', 'Pub']",$$ - $$$,61
9221,,,
9397,,,
9444,"['Japanese', 'Asian', 'Vegetarian Friendly']",$$ - $$$,182
9376,,,
9467,"['Cafe', 'Vegetarian Friendly', 'Vegan Options']",$,20
9333,,,
9554,,,
9510,,,
9552,,,
9522,"['Bar', 'British', 'Pub']",$$ - $$$,95
9398,,$$$$,109
9592,"['Asian', 'Thai', 'Vegetarian Friendly']",$$ - $$$,319
9580,,,3
9573,['Italian'],,6
9677,"['Japanese', 'Barbecue', 'Asian']",$$ - $$$,286
9657,['Pizza'],,3
9530,,,2
9515,['Japanese'],,6
9547,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,55
9523,,,1
9553,['Spanish'],,35
9540,"['European', 'Portuguese']",$$ - $$$,98
9416,,$,48
9512,,$$ - $$$,35
9292,"['Austrian', 'Cafe', 'European']",$$ - $$$,1741
9293,['Sushi'],,6
9525,['Spanish'],$$ - $$$,176
9534,,,135
9548,['Spanish'],$$ - $$$,17
9503,"['Cafe', 'Vegetarian Friendly', 'Vegan Options']",$,22
9410,['Spanish'],,4
9533,"['Italian', 'Pizza', 'Vegetarian Friendly']",$$ - $$$,134
9519,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,203
9479,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,990
9297,"['Italian', 'Pizza', 'European']",$$ - $$$,2165
9535,"['Mediterranean', 'Spanish', 'Fusion']",$$ - $$$,121
9290,"['Seafood', 'Mediterranean', 'European']",$$$$,570
9528,"['African', 'Ethiopian', 'Vegetarian Friendly']",$$ - $$$,77
9294,"['International', 'Street Food', 'Vegetarian Friendly']",$$ - $$$,73
9277,"['Italian', 'Bar', 'Contemporary']",$,119
9326,"['International', 'Mediterranean', 'European']",$$ - $$$,160
9529,['Seafood'],,18
9596,,,1
9672,,,21
9664,,$,7
9642,,$,7
9656,"['Cafe', 'European', 'Vegetarian Friendly']",$$ - $$$,57
9696,"['European', 'Portuguese']",$,20
9396,"['Quick Bites', 'American', 'Fast Food']",$,122
9699,"['Swiss', 'Barbecue', 'European']",$$ - $$$,3
9675,,,1
9669,"['Chinese', 'Asian', 'Vegetarian Friendly']",$$ - $$$,27
9574,"['Italian', 'Pizza', 'Mediterranean']",$,8
9625,"['Mediterranean', 'Spanish']",$,56
9607,"['Indian', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,68
9590,['Italian'],$$ - $$$,27
9617,"['American', 'Cafe', 'Grill']",$$ - $$$,23
9566,"['Barbecue', 'Greek', 'Wine Bar']",$$$$,457
9579,['Pub'],$,2
9570,,,2
9611,"['European', 'Portuguese']",$,13
9604,"['Contemporary', 'Healthy', 'Vegetarian Friendly']",$$ - $$$,106
9613,['Spanish'],$$ - $$$,3
9634,,$$ - $$$,48
9640,"['Seafood', 'Healthy', 'Scandinavian']",$$ - $$$,471
9665,['Italian'],$,47
9569,"['Bar', 'Pub', 'Wine Bar']",$$ - $$$,6
9647,"['European', 'Portuguese', 'Vegetarian Friendly']",$$ - $$$,240
9568,"['Italian', 'Vegetarian Friendly']",$$ - $$$,22
9729,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,14
9704,,$$ - $$$,2
9759,"['Dessert', 'Cafe']",$,14
9375,,,
9383,,,
9377,,,
9490,,,
9502,,,
9413,,,
9714,['Pizza'],$,5
9361,,,
9555,,,
9761,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,1041
9575,,,
9638,,,
9443,"['Quick Bites', 'Seafood', 'Fast Food']",$$ - $$$,29
9460,"['Lebanese', 'Middle Eastern', 'Vegetarian Friendly']",$$ - $$$,104
9494,"['Quick Bites', 'American', 'Fast Food']",$,28
9411,,$$ - $$$,80
9450,"['Italian', 'Bar', 'Cafe']",$$ - $$$,116
9425,['Italian'],$$ - $$$,23
9561,"['German', 'European', 'Contemporary']",$$ - $$$,21
9524,"['Quick Bites', 'Chinese', 'Fast Food']",$,231
9431,"['European', 'Portuguese']",$$$$,86
9487,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,258
9532,"['Mediterranean', 'Spanish', 'Vegetarian Friendly']",$$ - $$$,90
9432,"['French', 'Bar', 'Cafe']",$$ - $$$,244
9489,"['Indian', 'Asian', 'Pakistani']",$$ - $$$,76
9562,"['Bar', 'Pub']",$,40
9426,"['Indian', 'Healthy', 'Vegetarian Friendly']",$$ - $$$,571
9499,"['European', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,203
9461,"['European', 'Portuguese']",$$ - $$$,7
9462,"['French', 'Bar', 'European']",$$ - $$$,126
9738,"['Fast Food', 'European', 'Swedish']",$,29
9629,"['French', 'International', 'European']",$$ - $$$,304
9602,"['Seafood', 'Mediterranean', 'European']",$,1736
9564,['Spanish'],$,17
9599,"['French', 'Fusion']",$$ - $$$,39
9594,"['French', 'European', 'Contemporary']",$$$$,112
9690,"['British', 'Scottish']",$,6
9632,"['Bar', 'British', 'Pub']",$$ - $$$,48
9620,,,2
9727,,$$ - $$$,136
9565,"['Bar', 'British']",$$ - $$$,278
9644,"['Italian', 'Bar', 'Seafood']",$$$$,229
9587,"['Mediterranean', 'Middle Eastern', 'Israeli']",$$ - $$$,360
9571,,$$ - $$$,16
9676,,,2
9578,"['French', 'Bar', 'European']",$$ - $$$,523
9635,"['Mediterranean', 'European', 'Spanish']",$,138
9626,"['Italian', 'Pizza', 'Mediterranean']",$,432
9624,"['Lebanese', 'Fast Food', 'Mediterranean']",$,127
9283,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",$$ - $$$,92
9668,"['Italian', 'Seafood', 'Mediterranean']",$$$$,672
9337,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,34
9586,['Spanish'],$$ - $$$,47
9683,"['French', 'European']",$$ - $$$,162
9615,"['French', 'European']",$$ - $$$,57
9404,"['Quick Bites', 'Pizza', 'Fast Food']",$$ - $$$,218
9691,"['French', 'European']",$$ - $$$,239
9589,"['European', 'Spanish', 'Gluten Free Options']",$$ - $$$,897
9692,,,6
9686,['Pizza'],$$ - $$$,6
9645,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,536
9608,"['French', 'European']",$$ - $$$,45
9367,['Cafe'],,2
9627,"['Italian', 'Mediterranean', 'European']",$$ - $$$,292
9581,['Pizza'],$,10
9455,"['French', 'Bar', 'European']",$$ - $$$,649
9417,"['Mexican', 'Latin', 'Street Food']",$,153
9422,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,292
9513,"['Bar', 'Pub', 'Gastropub']",$,1387
9488,"['Italian', 'Pizza', 'Neapolitan']",$$ - $$$,601
9786,"['Cafe', 'European', 'Vegetarian Friendly']",$$ - $$$,67
9780,"['European', 'Portuguese']",$$ - $$$,15
9783,"['Japanese', 'European', 'Asian']",$$ - $$$,89
9789,"['Caribbean', 'Bar', 'Pub']",$$ - $$$,37
9814,"['Mediterranean', 'European', 'Portuguese']",$$ - $$$,206
9711,"['Mexican', 'Latin', 'Gluten Free Options']",$$ - $$$,78
9418,,,
9438,,,
9453,,,
9457,,,
9662,"['Mexican', 'Fast Food', 'Vegetarian Friendly']",$,118
9511,,,
9526,,,
9682,"['Seafood', 'Mediterranean', 'European']",$$ - $$$,413
9774,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,306
9584,"['French', 'European', 'Basque']",$,170
9605,"['Wine Bar', 'Vegetarian Friendly']",$$ - $$$,62
9621,"['Chinese', 'Japanese', 'Seafood']",$$ - $$$,1054
9546,,,
9538,,,
9687,,,
9666,,,
9601,,,
9606,,,
9693,,,
9684,,,
9719,,,
9733,,,
9646,"['Japanese', 'Asian', 'Vegetarian Friendly']",$$ - $$$,522
9680,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",$,92
9521,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",$$ - $$$,1129
9549,"['Chinese', 'Asian', 'Cambodian']",$$ - $$$,105
9551,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,76
9537,"['French', 'Bar', 'European']",$$ - $$$,123
9286,"['Thai', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,610
9636,"['European', 'Portuguese', 'Wine Bar']",$$ - $$$,34
9694,"['Lebanese', 'Mediterranean', 'Middle Eastern']",$$ - $$$,138
9345,"['Chinese', 'Japanese', 'Sushi']",$$ - $$$,14
9598,"['Indian', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,80
9663,"['French', 'American']",$,104
9576,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,317
9734,,,7
9708,,,2
9723,"['Mediterranean', 'European', 'Portuguese']",$$ - $$$,249
9720,,$$ - $$$,36
9757,['Pizza'],,2
9750,,,10
9724,['Indian'],,15
9713,['French'],$$$$,3
9745,['Vegetarian Friendly'],$$ - $$$,35
9715,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,54
9763,,$$ - $$$,28
9746,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,351
9712,"['Indian', 'Asian', 'Vegetarian Friendly']",$$ - $$$,378
9449,"['Fast Food', 'Deli', 'Vegetarian Friendly']",$,21
9545,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,33
9833,['International'],$$$$,4
9739,"['Moroccan', 'Mediterranean', 'Middle Eastern']",$$ - $$$,81
9721,,,7
9710,['Contemporary'],$,47
9509,"['Italian', 'Spanish']",$,6
9641,,,
9591,,,
9671,,,
9567,,,
9827,"['Mediterranean', 'Greek']",$$ - $$$,36
9830,"['Italian', 'Pizza', 'Vegetarian Friendly']",$,57
9754,,,
9736,"['Asian', 'Korean', 'Vegetarian Friendly']",$$ - $$$,191
9707,"['Japanese', 'Asian', 'Vietnamese']",$$ - $$$,14
9718,['Spanish'],$,29
9741,"['Italian', 'Pizza', 'Vegetarian Friendly']",$$ - $$$,267
9655,"['Italian', 'European', 'Vegetarian Friendly']",$$$$,741
9760,"['African', 'Ethiopian', 'Vegetarian Friendly']",$$ - $$$,51
9731,"['Chinese', 'Japanese', 'Seafood']",$$ - $$$,61
9600,"['Italian', 'Bar', 'Pub']",$$ - $$$,39
9762,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,77
9658,"['Chinese', 'Asian', 'Vegetarian Friendly']",$,50
9622,"['Bar', 'Pub', 'Wine Bar']",$,25
9616,"['Chinese', 'Asian', 'Hong Kong']",$,283
9588,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,441
9643,"['Asian', 'Thai', 'Vietnamese']",$$ - $$$,340
9619,"['Italian', 'Bar']",$$ - $$$,359
9673,"['Bar', 'British', 'Pub']",$$ - $$$,200
9654,"['Mediterranean', 'Barbecue', 'Turkish']",$,29
9649,"['Bar', 'British', 'Contemporary']",$$ - $$$,49
9650,"['Bar', 'Cafe', 'European']",$$ - $$$,8
9679,,$$ - $$$,26
9475,['Slovenian'],$$ - $$$,774
9486,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,15
9784,"['Mediterranean', 'Spanish']",$$ - $$$,26
9771,"['Chinese', 'Hunan', 'Asian', 'Cantonese']",,8
9794,"['Mediterranean', 'European', 'Greek']",$$ - $$$,210
9798,,,2
9770,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",$$ - $$$,171
